               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 317,            0.027657,            0.013038,           0.0063468,             0.89682,             0.90503,             0.92504,             0.63629,            0.029604,           0.0092468,            0.010931,            0.004786,            0.004786,            0.004786
                 318,            0.027814,            0.012723,           0.0061535,             0.89423,             0.90136,             0.92136,             0.63594,            0.029591,           0.0092475,            0.011027,           0.0047695,           0.0047695,           0.0047695
                 319,            0.027418,            0.013033,           0.0064542,             0.89424,             0.90323,             0.92087,             0.63715,            0.029653,           0.0092468,            0.010958,            0.004753,            0.004753,            0.004753
                 320,            0.027317,            0.012875,           0.0064086,             0.89638,             0.90234,             0.92112,              0.6391,             0.02961,           0.0092529,            0.011135,           0.0047365,           0.0047365,           0.0047365
                 321,            0.027802,             0.01279,           0.0062081,             0.89798,             0.90294,             0.91893,             0.63492,            0.029736,           0.0092713,            0.011174,             0.00472,             0.00472,             0.00472
                 322,            0.027515,            0.012512,           0.0059789,             0.89414,             0.90353,             0.92028,             0.63413,            0.029759,           0.0092907,            0.011087,           0.0047035,           0.0047035,           0.0047035
                 323,            0.027649,            0.012772,           0.0061825,             0.89918,             0.89859,              0.9201,             0.63532,            0.029747,           0.0092853,            0.011074,            0.004687,            0.004687,            0.004687
                 324,            0.027642,            0.012783,           0.0060849,             0.90239,             0.89957,             0.91905,               0.635,            0.029665,           0.0092704,            0.011256,           0.0046705,           0.0046705,           0.0046705
                 325,            0.027472,            0.013042,           0.0058344,             0.90022,             0.90104,             0.91941,             0.63444,            0.029793,           0.0092659,             0.01123,            0.004654,            0.004654,            0.004654
                 326,             0.02745,            0.012542,           0.0060108,             0.89886,             0.90104,             0.91998,             0.63504,            0.029734,           0.0092694,            0.011134,           0.0046375,           0.0046375,           0.0046375
                 327,            0.027319,            0.012856,            0.006223,             0.89697,             0.90038,             0.91698,             0.63438,             0.02978,           0.0092653,            0.011187,            0.004621,            0.004621,            0.004621
                 328,            0.027539,            0.012851,           0.0062318,             0.89589,             0.89485,             0.91689,              0.6345,             0.02971,           0.0092551,            0.011055,           0.0046045,           0.0046045,           0.0046045
                 329,            0.027493,            0.012918,           0.0063462,             0.90107,             0.89846,             0.92035,             0.63543,            0.029635,           0.0092475,             0.01084,            0.004588,            0.004588,            0.004588
                 330,            0.027453,             0.01282,           0.0060925,             0.89696,             0.90962,             0.92335,              0.6349,            0.029699,            0.009258,            0.010656,           0.0045715,           0.0045715,           0.0045715
                 331,            0.027573,            0.012611,           0.0059109,             0.89164,             0.90848,             0.92032,             0.63368,            0.029791,           0.0092373,            0.010607,            0.004555,            0.004555,            0.004555
                 332,            0.027446,             0.01294,           0.0059084,             0.89337,             0.91377,             0.92171,             0.63292,            0.029721,           0.0092618,            0.010622,           0.0045385,           0.0045385,           0.0045385
                 333,            0.027469,            0.012969,           0.0063156,             0.89328,             0.91097,             0.92042,             0.63349,            0.029663,           0.0092777,            0.010651,            0.004522,            0.004522,            0.004522
                 334,            0.027372,            0.012761,           0.0059918,             0.88964,              0.9103,             0.91868,             0.63294,             0.02953,           0.0092634,            0.010686,           0.0045055,           0.0045055,           0.0045055
